sites,study_id,reference,doi_link,google_drive_link,data_quality,data_quality_explanation,data_stripped,sum_total_richness,sum_total_abundance,spatial_rank,temporal_resolution_rank,temporal_bredth_rank,biodiversity_metrics,method,taxa,continent,country,treatment,season,forest_type,elevation,canopy_height,latitude,longitude,study_start_date,study_end_date,driver_of_stratification,other_data_of_interest,additional_notes,...31
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
3,Acharya_2017,"Acharya, B. K., & Vijayan, L. (2017). Vertical stratification of birds in different vegetation types along an elevation gradient in the Eastern Himalaya, India. Ornithological Science, 16(2), 131-140.",https://doi.org/10.2326/osj.16.131,https://drive.google.com/file/d/1tbQniWTso9Nq2jZa70Tw0OAzhu9F5C3g/view?usp=sharing,1.0,NA,Yes,NA,6725.0,5,4,5,"Richness, Abundance, Similarity - 7 categories of height",Human observation,Birds,Asia,India,Unlogged,Sampling combined across the year,Temperate broadleaf,1800-2650,36,27.618611,88.700556,2003.0,2006.0,Unequal distribution of foliage and/or food,Foliage density,NA,NA
